"Informazioni cronologiche","Mothertongue ","Second Language","You showed up an hour late for a dinner with your friends. ","You borrowed your father’s keys but you lost them. Your father needs them back.","You had just left the restaurant and you are checking the receipt, you noticed that you had paid less than you should have","You were supposed to go to a friend’s graduation party but forgot to do so because you had a job interview.","You accidentally run into the women’s toilet/men’s toilet while in a Pub.","You are eating an ice cream in a crowed place and it falls on a stranger's shoe","You had been invited to a dinner party and you forgot to take with you the bottle of wine that you have promised to bring ","You suggested an answer to a friend during an exam and you found out later that it was wrong"
"2019/12/03 5:00:42 PM CET","English","Other","3 (somewhat severe)","4","2","1 (not severe)","2","2","3 (somewhat severe)","1 (not severe)"
"2019/12/03 5:00:44 PM CET","English","","3 (somewhat severe)","4","5 (severe)","2","1 (not severe)","2","2","2"
"2019/12/03 5:01:46 PM CET","English","Italian","5 (severe)","3 (somewhat severe)","4","3 (somewhat severe)","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/03 5:02:22 PM CET","English","Other","4","3 (somewhat severe)","2","3 (somewhat severe)","2","1 (not severe)","2","1 (not severe)"
"2019/12/03 5:02:48 PM CET","English","Other","4","5 (severe)","3 (somewhat severe)","2","2","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 5:03:13 PM CET","Italian","English","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","3 (somewhat severe)"
"2019/12/03 5:03:55 PM CET","English","Other","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","2","4","2","2","1 (not severe)"
"2019/12/03 5:04:43 PM CET","English","Other","5 (severe)","5 (severe)","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 5:04:46 PM CET","English","Other","4","3 (somewhat severe)","2","5 (severe)","2","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 5:05:15 PM CET","English","Other","4","4","4","1 (not severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 5:05:22 PM CET","English","","2","4","3 (somewhat severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/03 5:05:26 PM CET","English","English","4","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","2","2","2"
"2019/12/03 5:05:30 PM CET","English","Italian","4","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","2"
"2019/12/03 5:06:10 PM CET","Italian","English","1 (not severe)","5 (severe)","5 (severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 5:06:46 PM CET","English","","4","2","3 (somewhat severe)","2","2","3 (somewhat severe)","2","2"
"2019/12/03 5:08:14 PM CET","English","English","3 (somewhat severe)","5 (severe)","5 (severe)","5 (severe)","1 (not severe)","4","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 5:09:04 PM CET","English","Other","4","5 (severe)","3 (somewhat severe)","4","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/03 5:10:15 PM CET","Other","English","4","2","2","5 (severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/03 5:10:18 PM CET","English","Other","2","4","2","4","4","3 (somewhat severe)","1 (not severe)","1 (not severe)"
"2019/12/03 5:10:35 PM CET","Italian","English","3 (somewhat severe)","4","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/03 5:11:44 PM CET","English","Other","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","5 (severe)","2","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 5:11:52 PM CET","English","English","4","5 (severe)","1 (not severe)","4","2","5 (severe)","4","3 (somewhat severe)"
"2019/12/03 5:12:28 PM CET","English","English","2","1 (not severe)","1 (not severe)","2","1 (not severe)","2","1 (not severe)","4"
"2019/12/03 5:13:40 PM CET","English","Other","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)"
"2019/12/03 5:13:41 PM CET","English","Italian","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 5:14:24 PM CET","Italian","English","4","5 (severe)","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","4","3 (somewhat severe)"
"2019/12/03 5:14:56 PM CET","English","English","3 (somewhat severe)","4","4","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","4","3 (somewhat severe)"
"2019/12/03 5:16:08 PM CET","English","English","3 (somewhat severe)","4","1 (not severe)","2","3 (somewhat severe)","2","2","2"
"2019/12/03 5:16:21 PM CET","Italian","English","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","4","2","4"
"2019/12/03 5:16:48 PM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 5:18:49 PM CET","English","Other","5 (severe)","4","5 (severe)","2","1 (not severe)","2","3 (somewhat severe)","1 (not severe)"
"2019/12/03 5:18:52 PM CET","English","English","2","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","2"
"2019/12/03 5:19:56 PM CET","English","","2","4","5 (severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 5:21:20 PM CET","English","Other","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","4","2","4","2","4"
"2019/12/03 5:21:23 PM CET","English","","4","4","2","2","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/03 5:21:36 PM CET","English","Other","4","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 5:23:53 PM CET","English","Other","3 (somewhat severe)","4","1 (not severe)","2","2","3 (somewhat severe)","5 (severe)","5 (severe)"
"2019/12/03 5:25:22 PM CET","English","Italian","4","4","2","3 (somewhat severe)","3 (somewhat severe)","4","4","4"
"2019/12/03 5:28:39 PM CET","English","Other","4","4","3 (somewhat severe)","2","2","2","2","2"
"2019/12/03 5:30:07 PM CET","English","Other","3 (somewhat severe)","4","1 (not severe)","1 (not severe)","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/03 5:30:34 PM CET","English","English","3 (somewhat severe)","4","2","2","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 5:30:39 PM CET","English","Other","3 (somewhat severe)","4","2","5 (severe)","2","4","5 (severe)","4"
"2019/12/03 5:30:45 PM CET","English","English","2","4","2","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/03 5:30:54 PM CET","English","English","4","2","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/03 5:31:09 PM CET","Italian","English","3 (somewhat severe)","4","1 (not severe)","2","2","2","2","2"
"2019/12/03 5:31:11 PM CET","English","","5 (severe)","2","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/03 5:32:58 PM CET","English","Other","4","5 (severe)","4","3 (somewhat severe)","1 (not severe)","2","2","2"
"2019/12/03 5:33:34 PM CET","English","Other","4","5 (severe)","2","3 (somewhat severe)","2","3 (somewhat severe)","4","3 (somewhat severe)"
"2019/12/03 5:34:00 PM CET","English","","3 (somewhat severe)","4","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)","4","1 (not severe)"
"2019/12/03 5:34:41 PM CET","English","","2","4","2","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/03 5:34:48 PM CET","English","","4","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 5:35:20 PM CET","English","Other","4","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/03 5:35:33 PM CET","English","","5 (severe)","5 (severe)","4","5 (severe)","2","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 5:35:49 PM CET","English","Italian","3 (somewhat severe)","5 (severe)","5 (severe)","2","1 (not severe)","4","5 (severe)","5 (severe)"
"2019/12/03 5:37:11 PM CET","English","","4","5 (severe)","2","2","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 5:37:29 PM CET","English","Other","4","4","2","2","2","2","2","1 (not severe)"
"2019/12/03 5:37:31 PM CET","English","Other","4","5 (severe)","4","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/03 5:37:39 PM CET","English","Other","2","4","2","2","1 (not severe)","1 (not severe)","2","2"
"2019/12/03 5:37:51 PM CET","English","Other","2","3 (somewhat severe)","3 (somewhat severe)","2","2","2","2","4"
"2019/12/03 5:37:57 PM CET","English","Italian","3 (somewhat severe)","2","2","3 (somewhat severe)","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/03 5:37:58 PM CET","English","Other","3 (somewhat severe)","4","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","2","2"
"2019/12/03 5:38:31 PM CET","English","English","4","3 (somewhat severe)","2","2","2","3 (somewhat severe)","2","2"
"2019/12/03 5:38:55 PM CET","English","Other","4","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","5 (severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 5:39:06 PM CET","English","English","3 (somewhat severe)","2","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)"
"2019/12/03 5:39:10 PM CET","English","","3 (somewhat severe)","5 (severe)","1 (not severe)","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","1 (not severe)"
"2019/12/03 5:40:34 PM CET","English","Other","4","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","2","3 (somewhat severe)"
"2019/12/03 5:41:20 PM CET","English","English","4","4","1 (not severe)","2","1 (not severe)","2","1 (not severe)","2"
"2019/12/03 5:41:31 PM CET","English","Other","4","5 (severe)","3 (somewhat severe)","2","2","1 (not severe)","2","1 (not severe)"
"2019/12/03 5:41:42 PM CET","English","Other","5 (severe)","5 (severe)","2","2","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/03 5:42:49 PM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","2","2","4","2","4"
"2019/12/03 5:43:06 PM CET","English","","3 (somewhat severe)","5 (severe)","2","3 (somewhat severe)","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/03 5:43:11 PM CET","English","Italian","4","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/03 5:44:06 PM CET","English","English","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/03 5:44:10 PM CET","English","Other","3 (somewhat severe)","4","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 5:46:17 PM CET","English","Other","4","5 (severe)","4","1 (not severe)","2","4","4","2"
"2019/12/03 5:46:44 PM CET","English","Other","3 (somewhat severe)","4","3 (somewhat severe)","2","2","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 5:46:57 PM CET","English","English","2","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","3 (somewhat severe)"
"2019/12/03 5:47:16 PM CET","English","English","3 (somewhat severe)","4","4","3 (somewhat severe)","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/03 5:47:40 PM CET","Italian","English","1 (not severe)","4","4","4","1 (not severe)","1 (not severe)","3 (somewhat severe)","4"
"2019/12/03 5:48:38 PM CET","English","","4","4","3 (somewhat severe)","2","1 (not severe)","2","2","2"
"2019/12/03 5:48:38 PM CET","English","","3 (somewhat severe)","5 (severe)","1 (not severe)","2","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/03 5:48:58 PM CET","English","Other","3 (somewhat severe)","4","2","2","1 (not severe)","1 (not severe)","2","2"
"2019/12/03 5:49:53 PM CET","English","Other","3 (somewhat severe)","4","2","2","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 5:51:19 PM CET","English","Other","5 (severe)","3 (somewhat severe)","2","2","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/03 5:51:54 PM CET","English","Other","5 (severe)","4","3 (somewhat severe)","4","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/03 5:51:57 PM CET","English","Other","3 (somewhat severe)","5 (severe)","4","3 (somewhat severe)","2","2","1 (not severe)","2"
"2019/12/03 5:52:57 PM CET","English","","4","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","2","2","2"
"2019/12/03 5:53:23 PM CET","English","Other","3 (somewhat severe)","5 (severe)","5 (severe)","3 (somewhat severe)","2","2","1 (not severe)","2"
"2019/12/03 5:54:16 PM CET","English","Other","4","5 (severe)","2","1 (not severe)","1 (not severe)","3 (somewhat severe)","4","3 (somewhat severe)"
"2019/12/03 5:54:27 PM CET","English","Other","2","2","1 (not severe)","2","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/03 5:55:45 PM CET","English","Other","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)"
"2019/12/03 5:57:52 PM CET","English","Other","2","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","1 (not severe)","3 (somewhat severe)"
"2019/12/03 5:58:31 PM CET","English","Other","3 (somewhat severe)","4","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","2","2"
"2019/12/03 5:58:42 PM CET","English","English","3 (somewhat severe)","4","5 (severe)","1 (not severe)","2","3 (somewhat severe)","1 (not severe)","1 (not severe)"
"2019/12/03 6:00:22 PM CET","English","Other","4","4","3 (somewhat severe)","2","1 (not severe)","3 (somewhat severe)","1 (not severe)","4"
"2019/12/03 6:00:22 PM CET","English","","3 (somewhat severe)","4","3 (somewhat severe)","2","2","1 (not severe)","2","2"
"2019/12/03 6:00:39 PM CET","English","","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)","2","2","2"
"2019/12/03 6:00:42 PM CET","English","Other","4","3 (somewhat severe)","2","2","1 (not severe)","1 (not severe)","1 (not severe)","2"
"2019/12/03 6:00:47 PM CET","Italian","English","4","4","1 (not severe)","4","2","3 (somewhat severe)","5 (severe)","5 (severe)"
"2019/12/03 6:02:42 PM CET","English","Other","2","2","3 (somewhat severe)","2","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/03 6:03:09 PM CET","English","Other","4","4","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","2"
"2019/12/03 6:03:30 PM CET","English","","2","4","4","2","1 (not severe)","2","2","2"
"2019/12/03 6:04:06 PM CET","English","Other","2","4","1 (not severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 6:04:13 PM CET","English","Other","3 (somewhat severe)","2","1 (not severe)","2","4","2","2","1 (not severe)"
"2019/12/03 6:04:54 PM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","2","4","2","3 (somewhat severe)"
"2019/12/03 6:07:04 PM CET","English","Other","4","5 (severe)","4","4","3 (somewhat severe)","4","2","1 (not severe)"
"2019/12/03 6:07:05 PM CET","English","Other","4","4","2","4","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/03 6:07:22 PM CET","English","Other","4","4","2","3 (somewhat severe)","2","3 (somewhat severe)","2","2"
"2019/12/03 6:07:38 PM CET","English","Other","2","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)"
"2019/12/03 6:08:21 PM CET","English","","5 (severe)","4","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","2","2"
"2019/12/03 6:11:53 PM CET","English","Other","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","2","2","2"
"2019/12/03 6:12:04 PM CET","English","English","3 (somewhat severe)","4","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 6:12:08 PM CET","English","Other","2","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 6:12:30 PM CET","Other","English","2","4","3 (somewhat severe)","2","2","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 6:13:27 PM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","1 (not severe)"
"2019/12/03 6:14:24 PM CET","English","Other","3 (somewhat severe)","4","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 6:14:50 PM CET","English","","4","3 (somewhat severe)","2","2","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/03 6:14:56 PM CET","English","Other","3 (somewhat severe)","4","4","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","4"
"2019/12/03 6:15:25 PM CET","Other","English","3 (somewhat severe)","2","3 (somewhat severe)","4","3 (somewhat severe)","4","3 (somewhat severe)","4"
"2019/12/03 6:15:37 PM CET","English","English","3 (somewhat severe)","5 (severe)","2","2","2","4","3 (somewhat severe)","4"
"2019/12/03 6:16:58 PM CET","English","Other","5 (severe)","4","2","2","1 (not severe)","4","2","1 (not severe)"
"2019/12/03 6:17:08 PM CET","English","Other","3 (somewhat severe)","5 (severe)","4","2","1 (not severe)","2","1 (not severe)","2"
"2019/12/03 6:18:30 PM CET","English","English","1 (not severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/03 6:19:19 PM CET","English","English","4","4","2","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","2"
"2019/12/03 6:19:55 PM CET","Other","English","5 (severe)","3 (somewhat severe)","1 (not severe)","5 (severe)","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 6:22:18 PM CET","English","Other","3 (somewhat severe)","4","2","3 (somewhat severe)","1 (not severe)","2","2","2"
"2019/12/03 6:22:56 PM CET","English","","4","4","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)","2","2"
"2019/12/03 6:23:23 PM CET","English","","3 (somewhat severe)","2","2","1 (not severe)","2","2","3 (somewhat severe)","3 (somewhat severe)"
