sesso,eta_1,coinqui,citta,etnia_1,regione,tit_studio,lavoro,altezza_1,peso_1,ora_letto,ore_di_sonno,imp_sonno_1,fumo,fumo_inizio,fumo_oggetto,droghe,droghe_tipo,droghe_freq,alcol_sino,alcol_quant_1,alcol_quant_2,alcol_quant_3,alcol_quant_4,sport_imp_1,sport,sport_freq_1,sport_impegno_1,sport_dieta,scuola_dist,scuola_mezzo,bici,bici_freq,passeggiata_freq,app_passi,veg,integratori,integratori_freq,integratori_why,valori_nut,valori_nut_quali,spes,qualita_economicita_1,salto_pasti,salto_pasti_quali,acqua_quanta,bibite_freq,alimentaz_imp_1,peso_cibo,so_cucinare,cucino_io,abitudini_cambio,abitudini_why_cambio,abitudini_anni_cambi,giorno_cibi_1,giorno_cibi_2,giorno_cibi_3,giorno_cibi_4,giorno_cibi_5,giorno_cibi_6,giorno_cibi_7,pausa_mattina_cibi_1,pausa_mattina_cibi_2,pausa_mattina_cibi_3,pausa_mattina_cibi_4,pausa_pome_cibi_1,pausa_pome_cibi_2,pausa_pome_cibi_3,pausa_pome_cibi_4,fast_food_freq_1,surgelati_freq_1,asporto_freq_1,ore_sonno_code,bici_code,pass_code,bibite_code,health,lifestyle
Maschio,20.0,Coinquilini,Citta,Canada,999,Maturità,Studente,121.0,65.0,Dopo l'1,4-6 ore,100.0,Sì,Dopo i 18 anni,Sigaretta elettronica,Sì,Leggere,Abitualmente,No,0.0,1.0,1.0,0.0,71.0,No,0.0,50.0,999,Tra 1 e 5 km,piedi,Sì,Quasi mai,Quasi mai,Sì,Vegetariano,Sì,Occasionalmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,80.0,Sì,"Colazione,Pranzo",Più di 2 litri,Quasi mai,100.0,No,Sì,Quasi sempre,Sì,"Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",18,14.0,14.0,5.0,5.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,0,1,1,2,1.4460498941515412,-3.7857142857142856
Femmina,21.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea magistrale,"Studente,Lavoratore part time",117.0,64.0,Tra le 23 e l'1,8-9 ore,93.0,No,999,999,No,999,999,No,2.0,1.0,0.0,1.0,88.0,No,0.0,50.0,999,Tra 1 e 5 km,auto,No,Quasi mai,Spesso,Sì,No,No,999,999,No,999,Io,81.0,Sì,"Colazione,Pranzo",Tra 1 e 2 litri,Raramente,80.0,No,Sì,A volte,No,999,999,3.0,7.0,4.0,4.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,14.0,2.0,6.0,3,1,4,3,-6.054415587728428,-0.0714285714285714
Maschio,35.0,Coinquilini,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,131.0,79.0,Tra le 23 e l'1,7-8 ore,87.0,Sì,Dopo i 18 anni,Sigaretta,No,999,999,No,2.0,2.0,1.0,0.0,100.0,Sì,7.0,74.0,No,Più di 5 km,"auto,metro",No,Quasi mai,A volte,Sì,No,Sì,Abitualmente,Scelte personali,A volte,999,Io,66.0,No,999,Tra 1 e 2 litri,Raramente,62.0,No,Sì,Quasi sempre,Sì,"Per la mia forma fisica,Per lo sport",30,11.0,12.0,1.0,10.0,12.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,2,1,0,3,-5.484637790364178,0.7857142857142856
Maschio,29.0,Con un partner,Metropoli  ,Stati Uniti d'America,999,Maturità,Lavoratore a tempo pieno,210.0,72.0,Prima delle 23,6-7 ore,93.0,No,999,999,No,999,999,No,0.0,0.0,10.0,0.0,100.0,Sì,5.0,53.0,No,Più di 5 km,auto,Sì,Raramente,Spesso,Sì,Altro,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,12.0,Sì,"Colazione,Pranzo",Più di 2 litri,Raramente,77.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica,Per lo sport",25,14.0,3.0,7.0,2.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1,3,4,3,0.4555375004834885,5.071428571428571
Maschio,23.0,Coinquilini,Metropoli  ,Australia,999,Laurea triennale,Lavoratore part time,184.0,50.0,Tra le 23 e l'1,7-8 ore,100.0,No,999,999,Sì,Leggere,Abitualmente,No,1.0,0.0,0.0,0.0,95.0,Sì,1.0,50.0,No,Più di 5 km,auto,No,Quasi mai,Raramente,No,Semi-vegetariano (mangi il pesce),No,999,999,A volte,999,Io,0.0,Sì,"Colazione,Pranzo",Tra 1 e 2 litri,Quasi mai,100.0,Sì,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",17,7.0,8.0,9.0,6.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,1,3,2,-3.963857794455366,1.3571428571428572
Femmina,27.0,Da solo,Citta,Canada,999,Laurea magistrale,Lavoratore part time,210.0,71.0,Prima delle 23,7-8 ore,83.0,No,999,999,No,999,999,No,1.0,0.0,0.0,0.0,85.0,Sì,4.0,64.0,No,Più di 5 km,auto,Sì,A volte,Spesso,No,Vegetariano,No,999,999,No,999,Io,29.0,Sì,Pranzo,Tra 1 e 2 litri,Quasi mai,82.0,No,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",23,10.0,5.0,1.0,2.0,3.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,0,4,2,-3.2179711236975113,4.857142857142858
Maschio,21.0,Genitori/genitore,Metropoli  ,Italia,Nord,Maturità,Studente,101.0,66.0,Tra le 23 e l'1,7-8 ore,82.0,Occasionalmente,999,999,Sì,Leggere,Occasionalmente,No,4.0,1.0,2.0,5.0,89.0,No,0.0,50.0,999,Tra 1 e 5 km,auto,Sì,Quasi mai,Raramente,No,Altro,No,999,999,No,999,Genitori,50.0,No,999,Tra 1 e 2 litri,Quasi mai,100.0,No,Sì,Raramente,No,999,999,7.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,4.0,2,1,3,2,-2.803884120548338,-1.2142857142857142
Maschio,34.0,Da solo,Citta,Italia,Nord,Maturità,Lavoratore part time,105.0,73.0,Dopo l'1,7-8 ore,87.0,No,999,999,No,999,999,No,1.0,1.0,3.0,0.0,99.0,Sì,5.0,70.0,No,Più di 5 km,bici,Sì,Quasi sempre,Quasi sempre,No,No,No,999,999,A volte,999,Io,50.0,No,999,Tra 1 e 2 litri,Spesso,79.0,Sì,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,27,7.0,7.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,10.0,0.0,2,2,2,4,-4.194475682032946,1.7857142857142856
Femmina,23.0,Con un partner,Paese ,Stati Uniti d'America,999,Laurea triennale,"Studente,Lavoratore a tempo pieno",206.0,49.0,Prima delle 23,6-7 ore,100.0,No,999,999,Sì,Pesanti,Abitualmente,No,1.0,0.0,0.0,0.0,85.0,Sì,3.0,46.0,No,Tra 1 e 5 km,auto,No,Quasi mai,A volte,Sì,No,Sì,Abitualmente,Necessità mediche,No,999,Io,36.0,Sì,"Colazione,Pranzo,Cena",Tra 1 e 2 litri,Raramente,100.0,No,Sì,A volte,No,999,999,12.0,13.0,8.0,11.0,12.0,2.0,7.0,6.0,5.0,6.0,4.0,5.0,6.0,5.0,4.0,7.0,20.0,4.0,1,1,0,3,-0.8833827190416308,2.357142857142857
Femmina,41.0,Con un partner,Metropoli  ,Stati Uniti d'America,999,Laurea magistrale,Lavoratore part time,208.0,94.0,Dopo l'1,6-7 ore,93.0,No,999,999,No,999,999,No,0.0,1.0,1.0,0.0,94.0,Sì,5.0,2.0,No,Tra 1 e 5 km,metro,No,Quasi mai,Quasi sempre,No,No,Sì,Occasionalmente,Scelte personali,No,999,Io,54.0,Sì,Colazione,Meno di 1 litro,A volte,64.0,No,Sì,Spesso,Sì,999,33,6.0,6.0,3.0,3.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1,1,2,0,-2.6121752838701036,1.7142857142857144
Femmina,27.0,Da solo,Paese ,Germania,999,Laurea triennale,Lavoratore a tempo pieno,192.0,57.0,Tra le 23 e l'1,7-8 ore,79.0,No,999,999,No,999,999,No,0.0,1.0,0.0,1.0,63.0,No,0.0,50.0,999,Tra 1 e 5 km,auto,No,Quasi mai,Quasi mai,No,No,No,999,999,A volte,999,Io,70.0,Sì,"Colazione,Pranzo",Meno di 1 litro,A volte,65.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",Between 18 and 23,7.0,14.0,0.0,5.0,7.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,5.0,2.0,4.0,1.0,2.0,2,1,1,0,-3.2417582223865318,0.2142857142857143
Maschio,32.0,Con un partner,Metropoli  ,India,999,Laurea triennale,Lavoratore a tempo pieno,115.0,70.0,Prima delle 23,7-8 ore,66.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,100.0,Sì,6.0,12.0,No,Più di 5 km,auto,Sì,Spesso,Quasi sempre,Sì,Semi-vegetariano (mangi il pesce),No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Genitori,50.0,No,999,Più di 2 litri,Quasi mai,74.0,Sì,Sì,Raramente,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",27,14.0,14.0,7.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,5.0,0.0,1.0,2,4,2,2,1.829109270644203,7.0
Maschio,31.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea magistrale,Lavoratore a tempo pieno,127.0,88.0,Prima delle 23,6-7 ore,74.0,No,999,999,No,999,999,No,5.0,0.0,0.0,1.0,96.0,No,0.0,50.0,999,Più di 5 km,auto,No,Quasi mai,A volte,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti,Allergeni",Io,23.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,87.0,No,Sì,Spesso,No,999,999,8.0,12.0,6.0,6.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1,1,0,2,-3.506405209542651,0.1428571428571428
Femmina,30.0,Con un partner,Metropoli  ,Canada,999,Laurea triennale,Lavoratore a tempo pieno,194.0,59.0,Dopo l'1,8-9 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,100.0,No,0.0,50.0,999,Più di 5 km,auto,No,Quasi mai,Spesso,Sì,No,Sì,Occasionalmente,Scelte personali,A volte,999,Io,35.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,100.0,No,Sì,A volte,No,999,999,10.0,14.0,4.0,6.0,9.0,1.0,1.0,2.0,5.0,7.0,7.0,2.0,5.0,7.0,7.0,10.0,0.0,4.0,3,1,4,3,-1.8927979651807734,-1.5
Maschio,22.0,Con un partner,Paese ,Stati Uniti d'America,999,Maturità,"Studente,Lavoratore a tempo pieno",143.0,150.0,Tra le 23 e l'1,4-6 ore,90.0,Occasionalmente,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,82.0,No,0.0,50.0,999,Più di 5 km,auto,No,Quasi mai,Raramente,Sì,No,Sì,Abitualmente,Necessità mediche,Sì,"Calorie, grassi, zuccheri",Io,24.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,83.0,No,Sì,Spesso,No,999,999,8.0,12.0,0.0,11.0,12.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,15.0,0.0,5.0,0,1,3,3,-8.952380952380953,-2.0
Femmina,34.0,Da solo,Paese ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,188.0,92.0,Prima delle 23,6-7 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,100.0,No,0.0,50.0,999,Più di 5 km,auto,No,Quasi mai,Quasi mai,Sì,No,No,999,999,A volte,999,Io,21.0,No,999,Tra 1 e 2 litri,Quasi mai,100.0,No,Sì,A volte,No,999,999,8.0,14.0,2.0,4.0,14.0,1.0,4.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,1,1,1,2,-3.4383823774523443,1.5
Maschio,32.0,Da solo,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,123.0,90.0,Prima delle 23,6-7 ore,100.0,Sì,Dopo i 18 anni,Sigaretta,No,999,999,No,0.0,0.0,2.0,0.0,100.0,No,0.0,50.0,999,Più di 5 km,auto,No,Quasi mai,Quasi mai,Sì,No,Sì,Occasionalmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,88.0,Sì,Colazione,Più di 2 litri,Raramente,89.0,No,Sì,A volte,Sì,Quando sono andato a vivere da solo,20,2.0,14.0,0.0,11.0,12.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,15.0,31.0,0.0,1,1,1,3,-8.514535215058316,-0.2857142857142856
Maschio,21.0,Coinquilini,Citta,Stati Uniti d'America,999,Maturità,Studente,141.0,99.0,Tra le 23 e l'1,8-9 ore,84.0,No,999,999,No,999,999,No,10.0,0.0,4.0,2.0,70.0,Sì,2.0,65.0,No,Meno di 1 km,"auto,bici,piedi",Sì,Quasi mai,Quasi sempre,Sì,No,Sì,Occasionalmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,26.0,No,999,Tra 1 e 2 litri,Quasi mai,75.0,No,Sì,Spesso,Sì,"Quando ho finito le superiori,Per la mia forma fisica",18,10.0,5.0,2.0,14.0,13.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,10.0,15.0,10.0,3,1,2,2,-6.86080584143415,1.2142857142857144
Femmina,22.0,Coinquilini,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,Studente,180.0,68.0,Tra le 23 e l'1,8-9 ore,89.0,No,999,999,No,999,999,No,1.0,0.0,0.0,2.0,50.0,No,0.0,50.0,999,Tra 1 e 5 km,auto,No,Quasi mai,Raramente,Sì,No,No,999,999,A volte,999,Io,0.0,Sì,"Colazione,Pranzo",Meno di 1 litro,Spesso,91.0,No,Sì,A volte,No,999,999,5.0,13.0,1.0,4.0,7.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,5.0,5.0,1.0,3,1,3,4,-4.470064936721357,-0.9285714285714286
Femmina,22.0,Coinquilini,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,"Studente,Lavoratore part time",101.0,65.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,No,0.0,1.0,0.0,2.0,96.0,Sì,5.0,70.0,Sì,Tra 1 e 5 km,auto,No,Quasi mai,A volte,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri",Io,47.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,83.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",20,10.0,6.0,1.0,14.0,14.0,12.0,12.0,2.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0,9.0,10.0,0.0,1,1,0,2,-10.820064936721357,1.5714285714285712
Femmina,27.0,Coinquilini,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,210.0,58.0,Prima delle 23,6-7 ore,100.0,No,999,999,No,999,999,No,5.0,0.0,6.0,2.0,100.0,Sì,4.0,34.0,No,Tra 1 e 5 km,bici,Sì,Quasi sempre,A volte,No,No,No,999,999,A volte,999,Io,32.0,No,999,Più di 2 litri,Quasi mai,89.0,No,Sì,Quasi sempre,No,999,999,9.0,9.0,7.0,5.0,4.0,1.0,4.0,0.0,1.0,2.0,0.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,1,2,0,2,-3.4185097769748447,4.142857142857142
Femmina,30.0,Con un partner,Paese ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,186.0,90.0,Prima delle 23,6-7 ore,100.0,Occasionalmente,999,999,No,999,999,No,0.0,0.0,0.0,0.0,96.0,Sì,5.0,50.0,No,Più di 5 km,auto,Sì,A volte,A volte,Sì,Semi-vegetariano (mangi il pesce),Sì,Abitualmente,Necessità mediche,Sì,"Calorie, grassi, zuccheri",Io,100.0,Sì,Colazione,Tra 1 e 2 litri,A volte,98.0,No,Sì,Spesso,Sì,"Per necessità mediche,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",28,5.0,14.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,10.0,5.0,1,0,0,0,-6.633333333333333,4.5
Maschio,36.0,Con un partner,Paese ,Stati Uniti d'America,999,Laurea magistrale,Lavoratore a tempo pieno,117.0,85.0,Prima delle 23,7-8 ore,100.0,No,999,999,Sì,Leggere,Occasionalmente,No,3.0,0.0,0.0,14.0,100.0,Sì,5.0,100.0,Sì,Più di 5 km,auto,Sì,A volte,Spesso,Sì,Altro,Sì,Abitualmente,Scelte personali,A volte,999,Io,72.0,Sì,Colazione,Più di 2 litri,Quasi mai,87.0,No,Sì,Spesso,Sì,"Per necessità mediche,Quando sono andato a vivere da solo,Per la mia forma fisica",18 and 33,14.0,2.0,0.0,7.0,12.0,4.0,6.0,7.0,4.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,2,0,4,2,-2.5372834797750228,3.071428571428571
Femmina,25.0,Con un partner,Metropoli  ,Canada,999,Laurea triennale,Lavoratore part time,95.0,60.0,Tra le 23 e l'1,7-8 ore,100.0,No,999,999,Sì,Leggere,Occasionalmente,No,0.0,0.0,0.0,0.0,95.0,Sì,4.0,65.0,No,Più di 5 km,metro,No,Quasi mai,Raramente,Sì,No,Sì,Occasionalmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,20.0,No,999,Meno di 1 litro,Raramente,71.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",22,6.0,10.0,5.0,3.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,3.0,4.0,1.0,2,1,3,3,-3.7637610547293745,2.5
Femmina,25.0,Con un partner,Paese ,Belgio,999,Laurea magistrale,Lavoratore a tempo pieno,97.0,80.0,Prima delle 23,6-7 ore,100.0,No,999,999,No,999,999,No,3.0,4.0,0.0,2.0,83.0,Sì,3.0,26.0,No,Più di 5 km,auto,Sì,Quasi mai,Spesso,Sì,No,No,999,999,No,999,Io,24.0,Sì,"Colazione,Pranzo",Tra 1 e 2 litri,Spesso,76.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",23,5.0,6.0,5.0,3.0,4.0,4.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,3.0,3.0,5.0,2.0,2.0,1,1,4,4,-2.286471680861576,2.7142857142857144
Femmina,24.0,Da solo,Paese ,Isole Vergini Britanniche,999,Maturità,Lavoratore part time,95.0,70.0,Tra le 23 e l'1,6-7 ore,78.0,Sì,Prima dei 18 anni,Tabacco da rollare,No,999,999,No,0.0,1.0,0.0,0.0,50.0,Sì,3.0,32.0,No,Tra 1 e 5 km,piedi,No,Quasi mai,Quasi sempre,Sì,No,No,999,999,A volte,999,Io,2.0,Sì,"Colazione,Pranzo",Meno di 1 litro,A volte,79.0,No,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,19,5.0,7.0,0.0,2.0,7.0,2.0,3.0,3.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,5.0,1.0,5.0,1,1,2,0,-5.973858909517822,3.857142857142857
Femmina,20.0,Coinquilini,Metropoli  ,India,999,Maturità,"Studente,Lavoratore part time",101.0,71.0,Tra le 23 e l'1,7-8 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,73.0,Sì,2.0,3.0,No,Meno di 1 km,piedi,No,Quasi mai,Spesso,Sì,No,Sì,Abitualmente,Scelte personali,No,999,Io,16.0,Sì,"Colazione,Pranzo",Più di 2 litri,Quasi mai,83.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Per la mia forma fisica",18,10.0,7.0,3.0,3.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,0.0,0.0,2,1,4,2,-4.433841608947484,4.5
Femmina,29.0,Da solo,Metropoli  ,Stati Uniti d'America,999,Dottorato,Lavoratore a tempo pieno,204.0,57.0,Tra le 23 e l'1,6-7 ore,86.0,Occasionalmente,999,999,Sì,Leggere,Abitualmente,No,8.0,0.0,0.0,0.0,87.0,No,0.0,50.0,999,Meno di 1 km,piedi,No,Quasi mai,A volte,No,No,No,999,999,Sì,"Calorie, grassi, zuccheri",Io,36.0,Sì,Colazione,Meno di 1 litro,Quasi mai,83.0,No,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",17,4.0,10.0,0.0,6.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1,1,0,2,-8.004761904761903,-0.1428571428571428
Femmina,24.0,Con un partner,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,"Studente,Lavoratore part time",204.0,67.0,Prima delle 23,4-6 ore,100.0,No,999,999,No,999,999,No,0.0,2.0,0.0,1.0,100.0,Sì,5.0,69.0,No,Più di 5 km,"auto,metro",Sì,A volte,Raramente,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,56.0,Sì,Colazione,Tra 1 e 2 litri,Spesso,84.0,Sì,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,18,5.0,14.0,2.0,7.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,7.0,2.0,5.0,0,0,3,4,-7.175091555719865,1.5714285714285712
Femmina,24.0,Con un partner,Citta,Canada,999,Maturità,"Studente,Lavoratore a tempo pieno,Lavoratore part time",200.0,52.0,Prima delle 23,7-8 ore,75.0,No,999,999,Sì,Leggere,Occasionalmente,Sì,0.0,0.0,0.0,0.0,99.0,Sì,3.0,39.0,No,Più di 5 km,auto,Sì,Raramente,Spesso,Sì,No,No,999,999,A volte,999,Io,50.0,Sì,Colazione,Meno di 1 litro,Quasi mai,90.0,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,21,12.0,12.0,5.0,9.0,12.0,2.0,5.0,2.0,0.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,0.0,4.0,2,3,4,2,-2.313523301080565,6.0
Maschio,28.0,Con un partner,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,127.0,82.0,Prima delle 23,7-8 ore,100.0,No,999,999,Sì,Leggere,Abitualmente,No,4.0,2.0,0.0,2.0,77.0,Sì,2.0,32.0,No,Tra 1 e 5 km,metro,Sì,Raramente,Spesso,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,79.0,No,999,Tra 1 e 2 litri,A volte,70.0,No,Sì,A volte,No,999,999,8.0,10.0,7.0,11.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,3.0,4.0,5.0,2,3,4,0,-6.344462499516512,5.357142857142858
Femmina,22.0,Con un partner,Citta,Canada,999,Laurea triennale,"Studente,Lavoratore a tempo pieno",105.0,77.0,Dopo l'1,9-10 ore,100.0,No,999,999,No,999,999,No,0.0,0.0,0.0,1.0,100.0,Sì,7.0,66.0,No,Meno di 1 km,"auto,piedi",No,Quasi mai,A volte,Sì,Semi-vegetariano (mangi il pesce),Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,70.0,No,999,Tra 1 e 2 litri,Quasi mai,100.0,No,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,19,12.0,7.0,5.0,1.0,4.0,2.0,3.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,5.0,0.0,2.0,4,1,0,2,0.938857651300387,4.857142857142858
Femmina,21.0,Genitori/genitore,Paese ,Francia,999,Laurea triennale,Lavoratore a tempo pieno,190.0,70.0,Prima delle 23,7-8 ore,100.0,No,999,999,No,999,999,No,0.0,0.0,1.0,0.0,69.0,No,0.0,50.0,999,Meno di 1 km,piedi,No,Quasi mai,Quasi mai,No,No,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,86.0,No,999,Tra 1 e 2 litri,Raramente,100.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",19,12.0,7.0,3.0,0.0,7.0,7.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2,1,1,3,1.6233388867798757,2.8571428571428577
Femmina,20.0,Coinquilini,Citta,Regno Unito,999,Maturità,Studente,210.0,68.0,Prima delle 23,6-7 ore,83.0,Sì,Prima dei 18 anni,"Sigaretta,Tabacco da rollare",No,999,999,No,0.0,0.0,0.0,3.0,76.0,No,0.0,50.0,999,Tra 1 e 5 km,piedi,No,Quasi mai,A volte,No,Semi-vegetariano (mangi il pesce),No,999,999,Sì,"Calorie, grassi, zuccheri",Io,50.0,No,999,Tra 1 e 2 litri,Quasi mai,97.0,Sì,Sì,Spesso,Sì,Per la mia forma fisica,14,14.0,14.0,12.0,8.0,0.0,2.0,1.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,3.0,0.0,4.0,8.0,1,1,0,2,3.5352226274918994,1.5714285714285712
Femmina,22.0,Coinquilini,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,200.0,52.0,Prima delle 23,7-8 ore,100.0,No,999,999,Sì,Leggere,Occasionalmente,No,0.0,1.0,1.0,0.0,100.0,Sì,3.0,18.0,No,Più di 5 km,"auto,metro,piedi",Sì,Quasi mai,Quasi sempre,Sì,Semi-vegetariano (mangi il pesce),No,999,999,Sì,"Calorie, grassi, zuccheri",Io,15.0,No,999,Tra 1 e 2 litri,Raramente,100.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",10,11.0,11.0,5.0,10.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,4.0,6.0,2.0,2,1,2,3,-1.6875705785388986,5.214285714285714
